movie,genres
The Staircase,"['Documentary', 'Crime', 'Drama']"
Another Man's Poison,"['Crime', 'Drama', 'Film-Noir']"
Pit Fighter,['Action']
Mercy,"['Drama', 'Romance']"
Pokemon Heroes: The Movie,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']"
Kill Bill: Vol. 1,"['Action', 'Crime', 'Thriller']"
Mrityudand,"['Action', 'Drama']"
The Professionals,"['Comedy', 'Drama', 'Music']"
What's Love Got to Do with It,"['Biography', 'Drama', 'Music']"
Harvard Man,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
Uncle Buck,['Comedy']
Poldark,"['Drama', 'History', 'Romance']"
New England Patriots: NFL Super Bowl XXXVIII Champions,"['Documentary', 'Sport']"
She Shoots Straight,"['Action', 'Crime']"
I Spit On Your Grave,"['Horror', 'Thriller']"
Stevie Ray Vaughan and Double Trouble: Live from Austin,['Music']
The Iceman Interviews,['Short']
Pokemon: Jirachi Wish Maker,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
In the Cut,"['Mystery', 'Thriller']"
Gods of Olympia,['Drama']
Santitos,"['Comedy', 'Drama']"
Play Misty for Me,['Thriller']
Gaslight,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']"
The Enigma of Kaspar Hauser,"['Biography', 'Drama', 'History']"
Hilary and Jackie,"['Biography', 'Drama', 'Music']"
Barbershop 2: Back in Business,"['Comedy', 'Drama']"
How Stella Got Her Groove Back,"['Comedy', 'Drama', 'Romance']"
Never on Sunday,"['Comedy', 'Drama', 'Romance']"
Tin Cup,"['Comedy', 'Drama', 'Romance', 'Sport']"
Army of One,"['Adventure', 'Biography', 'Comedy']"
12 Monkeys,"['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
White Christmas,"['Comedy', 'Musical', 'Romance']"
The Naked Gun,"['Comedy', 'Crime']"
Rock and Rule,"['Animation', 'Fantasy', 'Music', 'Sci-Fi']"
Gunparade March,"['Animation', 'Action', 'Sci-Fi']"
The Simple Life: Season 1,"['Comedy', 'Reality-TV']"
Lies My Mother Told Me,"['Crime', 'Drama', 'Thriller']"
Broadway's Lost Treasures III: The Best of the Tony Awards,['Music']
The Emperor and the Assassin,"['Drama', 'History', 'Romance']"
For Love of Ivy,"['Comedy', 'Drama', 'Romance']"
Hell Up in Harlem,"['Action', 'Crime', 'Drama', 'Thriller']"
Mystery Science Theater 3000: Attack of the Giant Leeches,"['Comedy', 'Sci-Fi']"
The Last Don II,"['Drama', 'Crime']"
Godspell,['Musical']
The Alchemists,['Thriller']
Heidi,"['Adventure', 'Drama', 'Family']"
Malcolm in the Middle: Season 1,"['Documentary', 'Biography']"
Naked Fame,"['Documentary', 'Biography', 'History', 'Music', 'Romance']"
Wanted Dead or Alive,['Western']
Manhunter,"['Crime', 'Horror', 'Mystery', 'Thriller']"
The War,['Drama']
Doctor Who: The Five Doctors,"['Adventure', 'Drama', 'Family', 'Sci-Fi']"
Any Given Sunday,"['Drama', 'Sport']"
UK/DK: A Film About Punks and Skinheads,"['Documentary', 'Music']"
Tell Me Something,"['Crime', 'Mystery', 'Thriller']"
Topkapi,"['Adventure', 'Comedy', 'Crime', 'Thriller']"
Love Me Tender,"['Drama', 'Musical', 'Romance', 'Western']"
Daylight,"['Action', 'Adventure', 'Drama', 'Thriller']"
Tokyo Underground,['Animation']
The Andy Griffith Show: Season 2,['Documentary']
Robert Rauschenberg: Inventive Genius,"['Documentary', 'Biography']"
WWE: Unforgiven 2005,['Action']
Saturday Night Live: 25th Anniversary,['Comedy']
Vamp,"['Comedy', 'Fantasy', 'Horror']"
Roswell: Season 3,"['Documentary', 'Music', 'Romance']"
Blame It on the Bellboy,['Comedy']
Coming Apart,['Drama']
Little Big Man,"['Adventure', 'Comedy', 'Drama', 'Western']"
Coral Reef Adventure,['Documentary']
Hannibal,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
Eight Legged Freaks,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']"
Once Upon a Time in the Midlands,"['Comedy', 'Drama', 'Romance']"
Hitcher in the Dark,['Thriller']
Equilibrium,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
New Suit,['Comedy']
The Office: Series 2,['Short']
Roommates,['Comedy']
From Beijing with Love,"['Action', 'Comedy', 'Thriller']"
Garfield and Friends: Vol. 3,"['Animation', 'Comedy', 'Family']"
How to Lose a Guy in 10 Days,"['Comedy', 'Romance']"
Groove,"['Drama', 'Music']"
Dracula 2000,"['Action', 'Fantasy', 'Horror', 'Thriller']"
A Time for Dancing,"['Drama', 'Music']"
Janet Jackson: Design of a Decade,"['Documentary', 'Music']"
Mana: Beyond Belief,['Documentary']
King Arthur,"['Action', 'Adventure', 'Drama', 'Fantasy']"
Lipstick & Dynamite,"['Documentary', 'Biography', 'History']"
Ring of Bright Water,"['Comedy', 'Drama']"
Amityville 1992: It's About Time,['Horror']
Last Life in the Universe,"['Comedy', 'Drama', 'Romance']"
Happy Campers,['Comedy']
To Walk with Lions,"['Adventure', 'Biography', 'Drama']"
Les Miserables,"['Drama', 'History', 'Romance']"
In Harm's Way,"['History', 'Romance', 'War']"
Parasite,"['Horror', 'Sci-Fi']"
Mission to Mir: IMAX,"['Documentary', 'Short']"
Breaking Vegas,"['Documentary', 'Drama']"
Alice in Chains: Music Bank: The Videos,['Music']
Kon-Tiki,"['Adventure', 'History']"
Balto,"['Animation', 'Adventure', 'Drama', 'Family', 'History']"
Two English Girls,"['Romance', 'Drama']"
New Jack City: Special Edition,"['Action', 'Crime', 'Reality-TV']"
Judy Garland: Live at the London Palladium,['Music']
Pride Fighting Championships: Bushido 1,['Sport']
Toy Story 2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Fake,"['Biography', 'Crime', 'Drama']"
Baron Blood,['Horror']
You've Got Mail,"['Comedy', 'Drama', 'Romance']"
Quiet Days in Clichy,['Drama']
DysFunktional Family,"['Comedy', 'Documentary']"
The Private Life of Sherlock Holmes,"['Adventure', 'Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']"
The Greatest Show on Earth,"['Drama', 'Family', 'Romance']"
Kung Pow: Enter the Fist,"['Action', 'Comedy']"
Shake It All About,"['Comedy', 'Romance', 'Drama']"
Magic Kitchen,"['Romance', 'Comedy']"
Peacemaker,"['Action', 'Thriller']"
South Park: Bigger,"['Animation', 'Comedy', 'Fantasy', 'Musical']"
Reconstruction,"['Drama', 'Romance']"
Pandaemonium,"['Biography', 'Drama']"
Asoka,"['Action', 'Biography', 'Drama', 'History', 'Romance', 'War']"
Bob Marley: Spiritual Journey,['Drama']
Top Cat: The Complete Series,"['Short', 'Comedy']"
Die Hard With a Vengeance,"['Action', 'Adventure', 'Thriller']"
Benjamin's Woman,"['Comedy', 'Drama']"
My Life,['Drama']
Dragon from Shaolin,"['Action', 'Adventure', 'Comedy', 'Drama']"
Baaton Baaton Mein,"['Drama', 'Romance']"
The Outsider,"['Crime', 'Drama', 'Thriller']"
Aquanoids,['Horror']
Late Night with Conan O'Brien 10th Anniversary Special,['Comedy']
The Shop on Main Street,"['Drama', 'War']"
Aileen: Life and Death of a Serial Killer,"['Documentary', 'Crime']"
Harold and Maude,"['Comedy', 'Drama', 'Romance']"
Sabrina,"['Comedy', 'Family', 'Fantasy']"
Time After Time,"['Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
The St. Francisville Experiment,"['Horror', 'Mystery', 'Thriller']"
Hum Kisise Kum Nahin,"['Action', 'Comedy', 'Drama', 'Romance']"
Analyze That,"['Comedy', 'Crime']"
The Three Stooges: The Outlaws Is Coming,"['Comedy', 'Western']"
Power Rangers S.P.D.,"['Action', 'Adventure', 'Sci-Fi']"
NFL: History of the Philadelphia Eagles,"['Documentary', 'History', 'Sport']"
Valentin,"['Comedy', 'Romance']"
Gate Keepers 21,"['Animation', 'Action', 'Drama', 'Sci-Fi']"
Abraham and Mary Lincoln: A House Divided: American Experience,"['Documentary', 'Biography', 'History']"
White Lightning,"['Action', 'Drama', 'Crime']"
The Three Stooges Cartoons,"['Comedy', 'Family', 'Animation']"
The Truman Show,"['Comedy', 'Drama', 'Sci-Fi']"
Rodgers & Hammerstein: The Sound of Movies,"['Documentary', 'Music']"
Flight of the Innocent,"['Adventure', 'Crime', 'Drama', 'Thriller']"
The Gambler V: Playing for Keeps,['Western']
Godzilla vs. Hedorah,"['Animation', 'Action', 'Adventure', 'Horror', 'Music', 'Sci-Fi']"
Body Heat,"['Crime', 'Drama', 'Romance', 'Thriller']"
Vampires: Out for Blood,"['Horror', 'Action', 'Fantasy', 'Thriller']"
Fractured Flickers,['Comedy']
Cannonball,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
The Sugarland Express,"['Crime', 'Drama']"
Yes: 35th Anniversary Concert: Songs from Tsongas,"['Documentary', 'Music']"
Scooby-Doo and the Cyber Chase,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']"
Roy Orbison: Black & White Night,"['Documentary', 'Music']"
The Last Days of Frank & Jesse James,"['Biography', 'Western']"
The Wood,"['Comedy', 'Drama', 'Romance']"
In the Footsteps of Alexander the Great,"['Documentary', 'Biography']"
Sherlock Holmes: In Pursuit to Algiers,"['Adventure', 'Crime', 'Mystery', 'Romance']"
Jesus of Montreal,['Drama']
Passion of Mind,"['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']"
Rugrats: Mysteries,"['Animation', 'Adventure', 'Comedy', 'Family']"
High Noon,"['Action', 'Drama', 'Thriller', 'Western']"
3: The Dale Earnhardt Story,"['Biography', 'Drama', 'Sport']"
The Stepford Wives,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']"
Behind the Lines,"['Biography', 'Drama', 'History', 'War']"
Pet Sematary,"['Horror', 'Mystery', 'Thriller']"
The Quickie,"['Crime', 'Drama']"
Dr. Bell and Mr. Doyle: The Dark Beginnings of Sherlock Holmes,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Himalaya,"['Adventure', 'Biography', 'Drama']"
Desperately Seeking Susan,"['Comedy', 'Drama']"
Made in America,['Comedy']
Bugsy,"['Biography', 'Crime', 'Drama']"
The Billion Dollar Hobo,"['Comedy', 'Family']"
Poirot: Lord Edgware Dies,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Tetsuo: The Iron Man,"['Horror', 'Sci-Fi']"
Wrestlemania Anthology: Vol. 4,['Action']
Pokemon: Destiny Deoxys,"['Animation', 'Action', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']"
The Waterboy,"['Comedy', 'Sport']"
Suspended Animation,['Thriller']
Three Fugitives,"['Action', 'Comedy']"
Labyrinth,"['Adventure', 'Family', 'Fantasy', 'Musical']"
The Wrong Man,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Field of Dreams,"['Drama', 'Family', 'Fantasy', 'Sport']"
The Feast of All Saints,"['Drama', 'Romance']"
Harry and Tonto,"['Adventure', 'Comedy', 'Drama', 'Romance']"
Batman,"['Action', 'Adventure']"
Downfall,"['Biography', 'Drama', 'History', 'War']"
Grizzly,"['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']"
Skipped Parts,"['Comedy', 'Drama', 'Romance']"
Sonic Impact,"['Action', 'Thriller']"
Murder,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Tere Naam: The Movie,"['Documentary', 'Action', 'Adventure', 'Musical', 'Sport']"
I'll Take Manhattan,['Drama']
Donna Summer: Live and More Encore,['Music']
Zameen,"['Action', 'Adventure']"
Paris Is Burning,['Documentary']
Eternal Evil of Asia,"['Comedy', 'Fantasy', 'Horror']"
Elaine Stritch: At Liberty,"['Documentary', 'Biography', 'Comedy', 'Music', 'Musical']"
Chick Corea & Friends: Live,['Documentary']
Irma La Douce,"['Comedy', 'Romance']"
The White Pony,"['Family', 'Fantasy']"
David and Lisa,['Drama']
Son of Paleface,"['Comedy', 'Romance', 'Western']"
Fast Sofa,"['Adventure', 'Drama']"
The Matrix,"['Action', 'Sci-Fi']"
Colour of the Truth,"['Action', 'Crime', 'Drama', 'Thriller']"
Brother Bear: On My Way: Sing-Along Songs,"['Short', 'Family']"
ABBA: The Winner Takes It All,"['Documentary', 'Music']"
Pervirella,"['Adventure', 'Comedy']"
White Oleander,['Drama']
Harem,"['Drama', 'Romance', 'Thriller']"
A.K.A. Cassius Clay,"['Documentary', 'Sport']"
Guess Who's Coming to Dinner,"['Comedy', 'Drama']"
ABBA: Super Troupers,"['Short', 'Music']"
The Red Shoes,"['Drama', 'Music', 'Romance']"
Tai Chi 2,"['Action', 'Comedy', 'Romance']"
Mystery Science Theater 3000: Gunslinger,"['Comedy', 'Sci-Fi']"
1 Giant Leap,"['Documentary', 'Music']"
Star Trek: The Next Generation: Season 2,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
Cowboys and Angels,"['Comedy', 'Romance']"
Tomb Raider,"['Action', 'Adventure', 'Fantasy', 'Thriller']"
Off Limits,"['Action', 'Thriller', 'War', 'Drama']"
Gone Dark,"['Short', 'Drama', 'Thriller']"
Pillow Talk,"['Comedy', 'Romance']"
Confusion of Genders,"['Comedy', 'Romance', 'Drama']"
Sweet Smell of Success,"['Drama', 'Film-Noir']"
Fancy Pants,"['Comedy', 'Musical', 'Western']"
The Bird People in China,"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
Bug,"['Drama', 'Thriller']"
Darkness,['Horror']
Sayonara,"['Drama', 'Romance']"
Austin Powers: The Spy Who Shagged Me,"['Action', 'Adventure', 'Comedy', 'Crime']"
Piano Grand: A Smithsonian Celebration,['Music']
The Eiger Sanction,"['Action', 'Crime', 'Thriller']"
Quicksand,['Drama']
Smallville: Season 4,"['Short', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']"
Young Man with a Horn,"['Biography', 'Drama', 'Music', 'Romance']"
The Good Son,"['Drama', 'Thriller']"
Butterfly,"['Crime', 'Drama']"
Chasers,['Comedy']
One Fine Day,"['Comedy', 'Drama', 'Romance']"
Autumn Spring,"['Comedy', 'Drama', 'Family']"
Amazons,"['Action', 'Fantasy', 'Adventure', 'Sci-Fi']"
The Sweetest Thing,"['Comedy', 'Romance']"
Formula 51,"['Action', 'Comedy', 'Crime', 'Thriller']"
Seamless,['Drama']
A Face in the Crowd,"['Drama', 'Music']"
The X-Files: Season 2,"['Comedy', 'Talk-Show']"
Short Cut to Nirvana,['Documentary']
The Phantom of the Opera,"['Drama', 'Musical', 'Romance', 'Thriller']"
Dragon Ball Z: The World's Strongest,"['Animation', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']"
New Crouching Tiger,"['Action', 'Drama']"
Creature Comforts,"['Animation', 'Comedy', 'Family']"
Scooby-Doo and the Alien Invaders,"['Animation', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']"
Heartland,"['Drama', 'Family']"
Doctor Who: The Pirate Planet,"['Adventure', 'Drama', 'Family', 'Sci-Fi']"
Prison Song,['Drama']
Dil Se,"['Drama', 'Romance']"
Pokemon: The First Movie,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Sport']"
The Blair Witch Project,"['Horror', 'Mystery']"
White Water Summer,"['Adventure', 'Drama']"
Palindromes,"['Comedy', 'Drama']"
My Favorite Broadway: The Leading Ladies,['Music']
K-19: The Widowmaker,"['Drama', 'History', 'Thriller', 'War']"
Kissing a Fool,"['Comedy', 'Romance']"
Visions of Light,"['Documentary', 'History']"
Devour,['Horror']
Everest: The Death Zone,['Documentary']
The Defiant Ones,"['Documentary', 'Biography', 'Crime', 'Music']"
Surgeon,"['Drama', 'Thriller']"
Andrew Lloyd Webber: The Royal Albert Hall Celebration,['Music']
Graduation Day,"['Horror', 'Mystery', 'Thriller']"
Nine Inch Nails: And All That Could Have Been,"['Documentary', 'Music']"
Cotton Mary,['Drama']
The Prince and the Showgirl,"['Comedy', 'Romance']"
32 Short Films About Glenn Gould,"['Biography', 'Drama', 'Music']"
Zion Canyon: Treasure of the Gods: IMAX,"['Short', 'Documentary']"
Female Vampire,['Horror']
Vicious,['Comedy']
The Ten Commandments,"['Adventure', 'Drama']"
Eric Clapton Unplugged,"['Short', 'Music']"
The Shanghai Gesture,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Romance']"
The Mission: Special Edition,"['Comedy', 'Family', 'Game-Show']"
Beetlejuice,"['Comedy', 'Fantasy']"
"Ron White: They Call Me ""Tater Salad""","['Documentary', 'Comedy']"
The Book of Pooh: Stories From the Heart,['Family']
A Town Has Turned to Dust,"['Sci-Fi', 'Thriller']"
Picture Claire,['Thriller']
Big Bad Mama 2,"['Action', 'Comedy', 'Crime', 'Drama']"
Female Trouble,"['Comedy', 'Crime']"
The Assassination Bureau,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
G.I. Blues,"['Comedy', 'Musical']"
The Big Trail,"['Adventure', 'Western', 'Romance']"
Motley Crue: Greatest Video Hits,['Music']
The Comfort of Strangers,"['Drama', 'Thriller']"
Fubar: The Movie,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']"
Celtic Pride,"['Comedy', 'Sport']"
Avalon,['Drama']
The Vector File,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
Mystery Science Theater 3000: Space Mutiny,"['Comedy', 'Sci-Fi']"
Highlander: Season 1,"['Documentary', 'Short']"
Bob Marley & the Wailers: Catch a Fire,"['Documentary', 'Music']"
Donnie McClurkin Story: From Darkness to Light,['Documentary']
Brubaker,"['Crime', 'Drama']"
National Geographic: China's Lost Girls,"['Documentary', 'History']"
Angel: Season 3,['Documentary']
Sharpe 13: Sharpe's Justice,"['Adventure', 'Drama']"
Walk,"['Short', 'Horror', 'Thriller']"
Dolphins: IMAX,"['Short', 'Comedy']"
St. Patrick: The Irish Legend,"['Adventure', 'Drama', 'Fantasy']"
Traffik,"['Crime', 'Drama', 'Thriller']"
The Rapture,"['Drama', 'Mystery']"
Bloodfist 7: Manhunt,"['Action', 'Thriller']"
Hang 'Em High,['Western']
The Entity,"['Drama', 'Horror']"
Chef!: Series 1,"['Game-Show', 'Reality-TV']"
Thomas & Friends: Best of Percy,"['Animation', 'Family']"
Deconstructing Harry,['Comedy']
The American Friend,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Anastasia,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance']"
The Man Who Would Be King,['Adventure']
Secret Honor,"['Biography', 'Comedy', 'Drama', 'History']"
For Love of the Game,"['Drama', 'Romance', 'Sport']"
Grand Illusion,"['Crime', 'Mystery', 'Thriller']"
The United States of Leland,['Drama']
The Circle,"['Drama', 'Sci-Fi', 'Thriller']"
Steve Harvey: One Man,"['Documentary', 'Comedy']"
Under Fire,"['Drama', 'War']"
Puppetmaster,"['Fantasy', 'Horror', 'Sci-Fi', 'Thriller']"
Leonard Bernstein's Young People's Concerts,['Music']
Stephen Hawking's Universe,['Documentary']
Care Bears: Bears Share a Scare,['Animation']
Samaritan Girl,['Drama']
Petite Princess Yucie,"['Animation', 'Comedy', 'Drama', 'Fantasy']"
Jolson Sings Again,"['Biography', 'Music']"
Get a Clue,"['Comedy', 'Crime', 'Family', 'Mystery']"
Final Encounter,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']"
Stage Beauty,['Drama']
Gotham,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Backlash 2004,['Comedy']
Cyrano de Bergerac,"['Comedy', 'Drama', 'History', 'Romance']"
Ellen: Season 2,"['Animation', 'Adventure', 'Comedy', 'Family']"
Play It to the Bone,"['Comedy', 'Drama', 'Sport']"
Man of the Year,"['Comedy', 'Drama', 'Romance', 'Thriller']"
A Very British Coup,['Drama']
The Contender,"['Drama', 'Thriller']"
The Browning Version,['Drama']
Australia the Beautiful,"['Animation', 'Family', 'Fantasy']"
Glengarry Glen Ross,"['Crime', 'Drama', 'Mystery']"
Dead Man Walking,"['Crime', 'Drama']"
First Shot,['Action']
Babe,"['Comedy', 'Drama', 'Family']"
The Return of Sherlock Holmes,"['Crime', 'Drama', 'Mystery']"
Bruce Lee's Jeet Kune Do,"['Documentary', 'Biography']"
Once Upon a Time in America,"['Crime', 'Drama']"
Entrails of a Beautiful Woman,"['Fantasy', 'Horror', 'Thriller']"
Garage Days,"['Comedy', 'Music', 'Drama']"
Mary Reilly,"['Drama', 'Horror', 'Romance', 'Thriller']"
A Woman Hunted,"['Drama', 'Mystery', 'Thriller']"
King of the Jungle,"['Animation', 'Adventure', 'Drama', 'Family', 'Musical']"
Lilo and Stitch 2,['Talk-Show']
Blade Runner,"['Sci-Fi', 'Thriller']"
Sleepwalkers,['Horror']
The Amazing Adventure,"['Drama', 'Romance', 'Comedy']"
School Ties,['Drama']
Spetters,"['Drama', 'Romance', 'Sport']"
Baby Galileo: Discovering the Sky,"['Short', 'Family', 'Music']"
Hendrix,"['Biography', 'Drama', 'Music']"
Krush Groove,"['Comedy', 'Drama', 'Music']"
Chachi 420,"['Comedy', 'Drama', 'Family', 'Romance']"
Barney: Let's Play School,['Family']
Frozen in Fear,"['Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']"
Anne of Green Gables: The Continuing Story,"['Drama', 'Family', 'Romance', 'War']"
Session 9,"['Horror', 'Mystery']"
Sweet Jane,"['Drama', 'Romance']"
American Flyers,"['Drama', 'Sport']"
Buttcrack,"['Comedy', 'Horror']"
Ayane's High Kick,"['Animation', 'Action', 'Comedy', 'Sport']"
Species,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
Team America: World Police,"['Action', 'Comedy']"
The Rutles 2: Can't Buy Me Lunch,['Comedy']
Three Blind Mice,['Horror']
Girls School Screamers,['Horror']
Problem Child / Problem Child 2,"['Comedy', 'Family']"
J.D.'s Revenge,"['Action', 'Horror', 'Thriller']"
Michael Flatley: Gold,"['Biography', 'Talk-Show']"
Beast Wars Transformers: Season 3,"['Animation', 'Action', 'Sci-Fi']"
Looney Tunes: Back in Action,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
George Balanchine's The Nutcracker,"['Family', 'Fantasy', 'Music']"
Guinevere,"['Drama', 'Romance']"
Doggy Poo,"['Animation', 'Short', 'Family']"
Warren Miller's: Ride,['Sport']
Rivers and Tides,['Documentary']
Soap: Season 2,"['Documentary', 'Short']"
Linnea in Monet's Garden,"['Animation', 'Short', 'Family']"
Kaze no Yojimbo,"['Action', 'Animation', 'Mystery']"
Mariah Carey: #1's,"['Short', 'Music']"
City of Angels,"['Drama', 'Fantasy', 'Romance']"
Wild Bill,"['Action', 'Biography', 'Western']"
The Shield: Season 1,['Horror']
Bad Guy,['Drama']
Rocky Marciano,"['Biography', 'Drama', 'Sport']"
A Soldier's Tale,"['Drama', 'Romance', 'War']"
Mail Order Wife,['Comedy']
Dogville,"['Crime', 'Drama']"
The Dream Catcher,['Drama']
Gosford Park,"['Comedy', 'Drama', 'Mystery']"
Grind,"['Adventure', 'Comedy', 'Sport']"
Monsieur N.,"['Biography', 'Drama', 'Mystery']"
Rosenstrasse,"['Drama', 'War']"
Boys Over Flowers,"['Comedy', 'Drama', 'Romance']"
Campfire Tales,['Horror']
Flirting,"['Drama', 'Romance']"
Baby Beethoven: Symphony of Fun,"['Short', 'Family', 'Music']"
Trial of Billy Jack,"['Action', 'Drama', 'Music', 'Thriller']"
Dead Poets Society,"['Comedy', 'Drama']"
Angela,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Pearl Jam: Single Video Theory,"['Documentary', 'Music']"
Near Dark,"['Action', 'Crime', 'Drama', 'Horror', 'Romance', 'Thriller']"
Magnificent Butcher,"['Action', 'Comedy', 'Drama']"
The Bells of Innocence,['Horror']
The Luzhin Defence,"['Drama', 'Romance']"
Longtime Companion,"['Drama', 'Romance']"
Anna Karenina,"['Drama', 'Romance']"
Coldplay: Live 2003,"['Documentary', 'Music']"
The White Sheik,"['Comedy', 'Drama']"
Without a Paddle,"['Adventure', 'Comedy', 'Mystery']"
Vandread,"['Action', 'Animation', 'Comedy', 'Drama', 'Sci-Fi']"
Unzipped,['Documentary']
1776,"['Drama', 'Family', 'History', 'Musical']"
Run the Wild Fields,['Drama']
Fathom,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Mobile Suit Gundam: Char's Counterattack,"['Animation', 'Action', 'Drama', 'Sci-Fi']"
Bombay,"['Drama', 'Musical', 'Romance']"
Pearl Jam: Live at the Garden,"['Documentary', 'Music']"
CKY2K,"['Comedy', 'Documentary', 'Action']"
Keeping the Promise,['Drama']
Urotsukidoji,['Comedy']
Martin,"['Comedy', 'Drama', 'Romance']"
Pretty in Pink,"['Comedy', 'Drama', 'Romance']"
Plain Truth,"['Drama', 'Crime', 'Mystery', 'Thriller']"
Intermission,"['Comedy', 'Crime', 'Drama', 'Romance']"
Spandau Ballet: Live,['Music']
The Vault,"['Crime', 'Horror', 'Mystery', 'Thriller']"
Fluke,"['Drama', 'Family', 'Fantasy']"
The Jack Bull,"['Drama', 'Western']"
Three Amigos,"['Comedy', 'Western']"
Kiss Toledo Goodbye,"['Comedy', 'Thriller']"
Norma Rae,['Drama']
Stranger from Venus,['Sci-Fi']
Tarzan,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']"
One Eyed Jacks,['Western']
Night and the City,"['Crime', 'Film-Noir', 'Mystery', 'Sport', 'Thriller']"
Father of the Bride,"['Comedy', 'Family', 'Romance']"
The Best of the Andy Griffith Show,"['Comedy', 'Family']"
Assassins,"['Action', 'Crime', 'Thriller']"
Bubblegum Crisis Tokyo 2040,"['Animation', 'Action', 'Sci-Fi']"
Brigadoon,"['Fantasy', 'Musical', 'Romance']"
Tequila Sunrise,"['Crime', 'Drama', 'Romance', 'Thriller']"
The League of Gentlemen: Series 2,"['Comedy', 'Fantasy', 'Horror']"
America's National Parks,['Documentary']
Crazy Little Thing,"['Comedy', 'Romance']"
Streets of Fire,"['Action', 'Crime', 'Drama', 'Music', 'Romance', 'Thriller']"
The Dirty Dozen,"['Action', 'Adventure', 'War']"
Rolling Stones: Sympathy for the Devil,"['Documentary', 'Music']"
Angelina Ballerina: The Lucky Penny,"['Animation', 'Family']"
Cry,['Drama']
Intimacy,"['Drama', 'Romance']"
Camelot,"['Drama', 'Fantasy', 'History']"
Billy Connolly: Erect for 30 Years,"['Documentary', 'Comedy']"
Almost Heroes,"['Adventure', 'Comedy', 'Western']"
More Dogs Than Bones,"['Comedy', 'Drama']"
Eat Man '98,"['Animation', 'Sci-Fi']"
Yuva,['Drama']
Pee-Wee's Playhouse: Vol. 2,"['Family', 'Comedy', 'Musical']"
The Thing Below,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
Freestyle: The Art of Rhyme,"['Documentary', 'Music']"
Human Condition III: A Soldier's Prayer,"['Drama', 'History', 'War']"
GWAR: Phallus in Wonderland,"['Comedy', 'Fantasy', 'Horror', 'Music']"
Blind Date: Uncensored,"['Comedy', 'Reality-TV', 'Romance']"
The Captain's Paradise,"['Comedy', 'Romance']"
The Mean Season,"['Crime', 'Thriller']"
Monster,"['Biography', 'Crime', 'Drama', 'Thriller']"
The Big Town,"['Drama', 'Romance', 'Thriller']"
Ai Yori Aoshi,"['Animation', 'Comedy', 'Romance']"
Frozen,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Marines,['Thriller']
Street Smart,"['Crime', 'Drama', 'Thriller']"
Cameron's Closet,"['Horror', 'Sci-Fi']"
Mishima: A Life in Four Chapters,"['Biography', 'Drama']"
